0,1,1,1,1,33,33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
6,7,7,7,7,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8
6,7,7,7,11,22,22,11,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8
6,7,7,7,21,25,25,23,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8
6,7,7,7,25,25,25,25,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8
6,7,7,7,25,25,25,25,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8
6,7,7,7,7,25,25,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8
6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8
6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8
6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8
6,7,7,7,7,7,7,7,7,7,10,10,10,10,10,10,10,7,7,7,7,7,7,7,8
6,7,7,7,7,7,10,10,10,10,10,10,10,10,10,10,10,7,7,7,7,7,7,7,8
6,7,7,7,7,7,28,7,28,28,28,10,7,7,7,7,7,7,7,7,7,7,7,7,8
6,7,7,7,7,7,34,7,34,34,34,10,7,10,7,10,10,7,7,7,7,7,7,7,8
6,7,7,7,7,7,7,7,7,7,7,10,7,10,10,10,10,7,7,7,7,7,7,7,8
6,7,7,7,7,7,7,7,7,7,7,10,10,10,10,10,10,7,7,7,7,7,7,7,8
6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8
6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8
6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8
6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8
6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8
6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8
6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8
6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8
12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14
